city,country,region,latitude,longitude,cost_per_day_usd,avg_temp_c,beach,culture,nature,nightlife,food,adventure,relaxation,popularity,safety,temp_month_1,temp_month_2,temp_month_3,temp_month_4,temp_month_5,temp_month_6,temp_month_7,temp_month_8,temp_month_9,temp_month_10,temp_month_11,temp_month_12,source_dataset,description
Manama,Bahrain,middle_east,26.2235041,50.5822436,135,28.208333333333332,6,8,4,8,8,6,6,8,7,18.6,19.1,22.4,26.9,31.9,35.0,36.4,36.3,34.4,30.9,25.8,20.8,kaggle_worldwide_travel_cities,"A blend of modern skyscrapers and traditional souks, offering a warm, welcoming atmosphere with the aroma of spices and sea breezes."
La Paz,Bolivia,south_america,-16.4955455,-68.1336229,70,8.075000000000001,2,8,8,6,6,8,6,6,7,9.3,9.2,9.0,8.2,7.0,5.7,5.8,6.4,7.8,9.0,9.9,9.6,kaggle_worldwide_travel_cities,"High-altitude streets buzz with vibrant markets, colorful textiles, and a unique blend of indigenous culture and modern city life."
Montevideo,Uruguay,south_america,-34.9058916,-56.1913095,135,17.066666666666666,6,8,6,6,8,6,6,8,7,23.2,22.9,21.0,18.3,14.3,11.7,10.9,12.2,13.7,16.0,19.2,21.4,kaggle_worldwide_travel_cities,"Strolling along the rambla with the ocean breeze, discovering vibrant street art, and savoring local mate create a welcoming and laid-back vibe."
Mendoza,Argentina,south_america,-34.78709305,-68.43818677312292,135,15.908333333333333,2,6,8,6,8,8,6,6,7,24.4,22.9,20.0,15.7,10.9,7.9,7.4,10.1,13.1,15.7,20.0,22.8,kaggle_worldwide_travel_cities,"Vineyards stretch across sunlit valleys, offering rich aromas and flavors, while the Andes provide a breathtaking backdrop to this relaxed, wine-loving region."
Innsbruck,Austria,europe,47.2654296,11.3927685,135,7.574999999999999,2,8,10,6,8,10,6,6,7,-1.4,0.5,2.8,6.6,10.0,15.4,16.5,16.2,12.3,8.9,3.1,0.0,kaggle_worldwide_travel_cities,"Nestled in the heart of the Alps, this city offers stunning mountain views, charming old town streets, and a blend of urban and outdoor adventures."
Washington DC,United States,north_america,38.8950368,-77.0365427,135,15.625000000000002,2,10,6,6,8,4,6,10,7,3.3,5.2,9.3,14.9,19.7,24.8,27.5,26.4,23.0,16.8,10.4,6.2,kaggle_worldwide_travel_cities,"Monument-lined streets, vibrant museums, and lively neighborhoods create an engaging atmosphere, blending history with modern culture and diverse culinary experiences."
Brussels,Belgium,europe,50.8465573,4.351697,135,11.475000000000001,2,8,6,6,8,4,6,8,7,3.9,5.4,7.4,10.0,14.2,17.8,19.0,19.1,15.8,12.4,7.3,5.4,kaggle_worldwide_travel_cities,"Charming cobblestone streets, the scent of fresh waffles, and vibrant squares create an inviting atmosphere perfect for leisurely exploration."
Ottawa,Canada,north_america,45.4208777,-75.6901106,135,7.1833333333333345,4,8,8,6,6,6,6,6,7,-8.6,-8.0,-1.8,6.0,14.0,18.7,21.8,20.4,16.4,9.4,1.9,-4.0,kaggle_worldwide_travel_cities,"Charming streets lined with historic architecture meet lush green parks, offering a peaceful yet vibrant atmosphere perfect for leisurely exploration."
Brno,Czech Republic,europe,49.1922443,16.6113382,70,10.916666666666666,2,8,6,6,8,6,6,6,7,0.1,2.8,5.6,10.3,14.9,20.0,21.5,21.6,16.4,10.9,5.3,1.6,kaggle_worldwide_travel_cities,"Charming cobblestone streets and vibrant student life create an inviting energy, while historic architecture and cozy cafés offer delightful moments of discovery."
Tartu,Estonia,europe,58.3801207,26.72245,70,7.100000000000001,2,8,6,6,6,4,6,6,7,-3.2,-2.3,0.5,5.8,11.8,16.8,17.9,17.3,12.7,6.6,2.4,-1.1,kaggle_worldwide_travel_cities,"Charming cobblestone streets and vibrant student life create a lively yet laid-back atmosphere, perfect for exploring quaint cafes and historic architecture."
Praia,Cape Verde,africa,14.9162811,-23.5095095,135,25.108333333333334,8,6,6,6,6,6,4,6,7,23.3,22.9,22.9,24.2,24.7,25.4,26.0,27.0,27.3,27.3,26.1,24.2,kaggle_worldwide_travel_cities,"Colorful markets, lively music, and ocean breezes create a vibrant yet laid-back atmosphere that invites you to explore and unwind."
Harbin,China,asia,45.7593633,126.6276177,135,5.533333333333332,2,8,6,6,6,6,4,8,7,-17.2,-11.7,-0.4,8.8,15.8,20.7,24.4,21.9,16.4,7.1,-4.8,-14.6,kaggle_worldwide_travel_cities,"A winter wonderland with intricate ice sculptures, bustling street markets, and the aroma of hearty local dishes filling the crisp air."
Moroni,Comoros,africa,-11.6931255,43.2543044,70,27.15833333333333,6,6,8,4,6,6,4,4,7,28.0,27.8,28.4,28.2,27.7,26.1,25.4,25.1,25.6,26.9,28.3,28.4,kaggle_worldwide_travel_cities,Winding streets lined with colorful markets and the aroma of spices create a lively yet laid-back atmosphere by the Indian Ocean.
Prague,Czech Republic,europe,50.0874654,14.4212535,135,10.691666666666668,2,10,6,8,8,4,6,10,7,1.2,2.7,5.3,9.7,14.4,19.4,20.7,20.6,15.7,10.6,5.2,2.8,kaggle_worldwide_travel_cities,"Cobblestone streets and Gothic architecture create a fairytale-like atmosphere, where historic charm and modern culture blend seamlessly along the river."
Beijing,China,asia,40.190632,116.412144,135,13.475,2,10,6,8,10,6,6,10,7,-2.6,0.5,8.7,15.7,21.6,26.1,27.4,26.4,21.6,13.1,5.0,-1.8,kaggle_worldwide_travel_cities,"A dynamic blend of ancient history and modern innovation, with bustling markets, serene temples, and the aroma of sizzling street food."
Lhasa,China,asia,29.6542054,91.1173015,240,9.983333333333334,2,10,8,2,6,8,8,4,7,0.3,3.3,6.9,9.9,13.6,17.7,17.3,16.9,15.6,11.4,5.4,1.5,kaggle_worldwide_travel_cities,High-altitude streets filled with the scent of incense and the sound of prayer wheels create a serene yet vibrant atmosphere.
Aswan,Egypt,africa,24.091071,32.897306,70,27.575,4,10,8,4,8,6,6,4,7,16.4,18.6,23.1,28.2,32.7,35.5,35.8,36.0,33.9,29.7,23.1,17.9,kaggle_worldwide_travel_cities,"Tranquil river views and ancient temples offer a serene escape, with warm breezes and the gentle flow of the Nile setting the pace."
Rijeka,Croatia,europe,45.3267976,14.442208,135,15.816666666666668,6,8,8,6,8,6,6,6,7,7.0,8.5,10.8,13.1,17.4,23.5,25.8,25.9,20.9,16.5,11.8,8.6,kaggle_worldwide_travel_cities,"Coastal breezes meet lively streets filled with music and laughter, while historic architecture and vibrant markets create a welcoming, dynamic atmosphere."
Cuenca,Ecuador,south_america,-2.8974072,-79.0041726,70,15.041666666666666,2,10,8,6,8,6,6,6,7,15.4,15.7,15.2,15.3,15.3,14.6,14.2,13.9,14.6,15.3,15.3,15.7,kaggle_worldwide_travel_cities,"Cobblestone streets lined with colonial architecture and vibrant markets create a charming atmosphere, inviting you to explore its rich cultural heritage."
Giza,Egypt,africa,29.9870753,31.2118063,135,23.46666666666667,2,10,6,4,8,6,4,6,7,14.9,16.0,19.2,22.6,26.6,29.3,30.4,30.1,28.8,25.6,21.0,17.1,kaggle_worldwide_travel_cities,The awe-inspiring sight of ancient pyramids rising from the golden desert sands creates an atmosphere of timeless wonder and historical intrigue.
Saaremaa Island,Estonia,europe,58.27381995,22.277105752545435,70,8.316666666666666,8,6,10,4,6,6,8,4,7,-0.1,0.0,1.7,5.3,10.6,15.9,18.0,18.1,14.2,9.1,5.0,2.0,kaggle_worldwide_travel_cities,"Gentle sea breezes, serene coastal landscapes, and charming villages offer a peaceful escape that encourages you to unwind and explore leisurely."
Venice,Italy,europe,45.4371908,12.3345898,240,14.558333333333335,2,10,6,6,10,4,6,8,7,3.9,6.4,9.5,13.5,18.0,23.2,25.5,25.0,20.3,15.1,9.4,4.9,kaggle_worldwide_travel_cities,"Winding canals, charming gondolas, and historic architecture create a romantic atmosphere, where every corner reveals a new story and hidden gem."
Rennes,France,europe,48.1113387,-1.6800198,135,12.508333333333331,4,8,6,6,8,4,6,6,7,6.1,7.0,8.8,11.1,14.3,17.7,19.5,19.0,16.6,13.2,9.2,7.6,kaggle_worldwide_travel_cities,"Charming streets lined with timber-framed houses, lively markets, and a vibrant student atmosphere create a welcoming and dynamic experience."
Papeete,French Polynesia,oceania,-17.5373835,-149.5659964,240,26.666666666666668,10,6,10,6,8,8,8,6,7,26.8,27.7,28.0,27.7,26.9,26.0,25.5,25.3,25.7,26.1,27.0,27.3,kaggle_worldwide_travel_cities,"A tropical blend of vibrant markets, lush landscapes, and the gentle sound of waves creates a serene yet lively island atmosphere."
Lyon,France,europe,45.7578137,4.8320114,135,13.683333333333332,2,10,6,8,10,4,6,8,7,4.6,6.6,9.2,12.5,16.3,21.3,23.8,23.2,18.7,14.0,8.4,5.6,kaggle_worldwide_travel_cities,"Charming cobblestone streets, riverside views, and an irresistible culinary scene make every moment feel like a delightful discovery."
Bora Bora,French Polynesia,oceania,-16.504346650000002,-151.73668863927236,240,27.391666666666666,10,4,10,4,6,8,10,2,7,28.0,28.2,28.5,28.4,27.8,26.9,26.3,26.2,26.4,26.7,27.4,27.9,kaggle_worldwide_travel_cities,"Turquoise lagoons and lush green mountains create a serene paradise, where the gentle ocean breeze and vibrant sunsets captivate your senses."
Carcassone,France,europe,43.2130358,2.3491069,135,14.908333333333331,2,10,6,4,8,4,4,4,7,6.8,8.7,10.7,12.7,16.4,21.0,23.9,23.9,20.2,15.8,10.6,8.2,kaggle_worldwide_travel_cities,"Wandering through narrow cobblestone streets, you feel the weight of history enveloped by ancient walls, with the aroma of rustic French cuisine lingering."
Osaka,Japan,asia,34.6937569,135.5014539,240,17.6,4,8,6,8,10,4,6,10,7,6.5,7.2,11.0,16.0,20.5,23.8,28.1,29.5,25.7,19.7,14.3,8.9,kaggle_worldwide_travel_cities,"Bustling streets filled with neon lights, delicious street food aromas, and the energetic hum of friendly locals create a lively urban vibe."
Banjul,Gambia,africa,13.4410165,-16.56275092072591,70,26.266666666666666,8,6,8,4,6,6,4,4,7,24.7,25.3,25.3,25.5,25.7,27.6,27.4,26.9,27.0,27.9,26.8,25.1,kaggle_worldwide_travel_cities,"Bustling markets filled with vibrant colors and the aroma of spices, alongside tranquil river views, create a welcoming and lively atmosphere."
Hamburg,Germany,europe,53.550341,10.000654,135,10.416666666666666,4,8,6,8,8,6,6,10,7,2.9,3.6,5.6,8.6,13.2,17.4,18.1,18.5,15.1,11.0,6.4,4.6,kaggle_worldwide_travel_cities,"A lively port city where historic architecture meets modern design, offering a relaxed vibe with waterfront strolls and bustling markets."
Vilnius,Lithuania,europe,54.6870458,25.2829111,70,8.066666666666666,4,8,6,6,6,4,6,6,7,-2.6,-1.4,2.0,7.4,12.9,17.9,18.4,18.6,13.7,7.6,2.8,-0.5,kaggle_worldwide_travel_cities,"Charming cobblestone streets and baroque architecture blend with a youthful energy, offering a cozy yet vibrant atmosphere perfect for leisurely exploration."
San Cristobal,Venezuela,south_america,7.7756663,-72.2214154,70,26.700000000000003,2,6,8,6,6,6,6,6,7,26.1,25.8,26.3,26.0,27.0,27.2,27.7,28.4,29.0,26.8,25.6,24.5,kaggle_worldwide_travel_cities,"A lively blend of bustling markets, friendly locals, and the refreshing mountain air creates a welcoming and invigorating atmosphere."
Lübeck,Germany,europe,53.866444,10.684738,135,10.058333333333332,4,8,6,6,8,4,6,6,7,2.6,3.1,5.1,8.1,12.9,17.1,17.9,18.2,14.8,10.6,6.1,4.2,kaggle_worldwide_travel_cities,Charming cobblestone streets lined with medieval architecture and the scent of marzipan create an inviting and cozy atmosphere for exploration.
Antigua,Guatemala,north_america,14.5567814,-90.7337346,70,19.908333333333335,2,10,8,6,8,6,6,6,7,18.4,18.8,20.0,21.1,21.5,20.4,20.6,20.5,20.3,19.8,19.1,18.4,kaggle_worldwide_travel_cities,Cobblestone streets lined with colorful colonial buildings and vibrant markets create an enchanting atmosphere that feels both historic and warmly inviting.
Akureyri,Iceland,europe,65.68390355,-18.11217559813441,240,4.058333333333334,4,6,10,4,6,8,6,6,7,-1.7,-0.8,0.0,3.1,6.4,9.9,11.2,10.5,7.9,3.6,0.6,-2.0,kaggle_worldwide_travel_cities,"Nestled by stunning fjords, this charming town offers a cozy vibe with colorful houses and a backdrop of snow-capped mountains."
Varanasi,India,asia,25.3356491,83.0076292,70,26.075,2,10,6,4,8,4,6,6,7,15.1,19.8,25.3,31.0,33.1,33.5,30.4,29.8,29.1,27.1,21.9,16.8,kaggle_worldwide_travel_cities,Winding alleyways filled with the scent of incense and the sound of temple bells create a spiritual and vibrant atmosphere by the river.
Ajaccio,France,europe,41.9263991,8.7376029,135,16.583333333333332,8,8,8,6,8,6,6,6,7,9.6,10.2,11.4,13.9,17.6,22.4,25.2,24.9,21.6,18.0,13.6,10.6,kaggle_worldwide_travel_cities,"Nestled between mountains and sea, this charming coastal town offers sunlit streets, vibrant markets, and a rich tapestry of history and culture."
Tanna Island,Vanuatu,oceania,-19.48577845,169.33450144830016,135,25.58333333333334,8,8,10,2,6,8,6,2,7,27.5,28.0,27.3,26.6,24.8,23.9,23.6,23.0,23.8,25.0,26.2,27.3,kaggle_worldwide_travel_cities,"Lush jungles, volcanic landscapes, and welcoming locals create a serene and adventurous atmosphere, inviting you to explore and unwind."
Ho Chi Minh City,Vietnam,asia,10.7763897,106.7011391,70,28.450000000000003,4,8,4,8,10,6,6,10,7,27.5,27.9,29.1,30.2,29.9,28.8,28.3,28.4,27.9,27.8,28.1,27.5,kaggle_worldwide_travel_cities,"Bustling streets filled with the aroma of street food and the hum of scooters create a vibrant, energetic atmosphere that's uniquely captivating."
York,United Kingdom,europe,53.96565785,-1.0743052444639218,135,10.283333333333333,2,10,6,6,8,4,6,6,7,4.3,5.4,7.0,8.4,12.3,15.0,16.6,16.5,14.0,10.9,7.2,5.8,kaggle_worldwide_travel_cities,"Charming cobblestone streets and ancient city walls create a cozy, inviting atmosphere, where history and modern vibrancy coexist beautifully."
Delhi,India,asia,28.6273928,77.1716954,70,25.34166666666667,2,10,4,8,10,6,6,10,7,13.6,18.0,23.5,29.4,32.6,33.4,31.2,30.6,30.0,26.5,20.3,15.0,kaggle_worldwide_travel_cities,"Bustling streets filled with vibrant colors, diverse aromas, and the sounds of life create an energetic and unforgettable experience."
Matera,Italy,europe,40.4476419,16.47357384028852,135,17.125,2,10,6,4,8,4,6,6,7,8.2,9.5,12.4,14.2,18.7,24.2,27.3,26.9,22.9,17.9,14.0,9.3,kaggle_worldwide_travel_cities,"Winding stone streets and ancient cave dwellings create an atmosphere of timeless mystery, inviting you to explore its unique history and charm."
Hiroshima,Japan,asia,34.3917241,132.4517589,135,17.108333333333334,4,10,6,6,8,4,6,6,7,5.8,6.7,10.8,15.7,20.1,23.4,27.6,29.1,25.3,19.3,13.7,7.8,kaggle_worldwide_travel_cities,"A serene blend of reflective history and modern vibrancy, where tranquil gardens meet bustling streets, offering a deeply moving yet uplifting experience."
Vientiane,Laos,asia,17.9640988,102.6133707,70,27.308333333333334,2,8,6,4,8,6,6,4,7,23.3,24.6,28.1,29.9,29.7,29.0,28.6,28.2,28.1,27.8,26.7,23.7,kaggle_worldwide_travel_cities,"Tranquil streets lined with French colonial architecture, vibrant markets, and serene temples create a peaceful yet culturally rich experience."
Edinburgh,United Kingdom,europe,55.9533456,-3.1883749,135,9.458333333333332,4,10,6,8,8,6,6,8,7,4.3,5.6,6.6,7.6,11.1,13.6,15.2,14.9,12.8,10.0,6.5,5.3,kaggle_worldwide_travel_cities,"Charming cobblestone streets, historic castles, and the sound of bagpipes create a magical atmosphere that feels both ancient and alive."
Lusaka,Zambia,africa,-15.4163395,28.2818414,70,23.98333333333333,2,6,8,4,6,6,4,6,7,24.4,25.1,24.8,22.4,21.2,19.9,19.6,22.5,26.4,28.2,27.4,25.9,kaggle_worldwide_travel_cities,"Bustling markets, vibrant local culture, and open green spaces create a lively yet laid-back atmosphere that's both welcoming and engaging."
Marrakesh,Morocco,africa,31.6258257,-7.9891608,70,21.099999999999998,2,10,6,8,10,6,8,8,7,13.0,14.8,16.8,19.6,23.2,25.2,29.8,29.8,25.9,23.1,17.7,14.3,kaggle_worldwide_travel_cities,"A sensory feast of vibrant colors, aromatic spices, bustling souks, and serene gardens, creating an enchanting and immersive experience for every visitor."
Palawan,Philippines,asia,11.0798978,120.93734215474105,70,27.783333333333335,10,6,10,4,6,8,6,4,7,26.9,26.7,27.2,28.3,29.0,28.2,27.8,27.8,27.6,28.0,28.3,27.6,kaggle_worldwide_travel_cities,"Crystal-clear waters, lush green landscapes, and vibrant marine life create a serene escape where relaxation and adventure blend seamlessly."
Ohrid,North Macedonia,europe,41.1170203,20.8017715,70,12.683333333333335,6,8,10,6,6,6,6,4,7,3.5,4.5,7.3,10.1,15.4,20.4,22.9,22.3,18.2,13.2,9.0,5.4,kaggle_worldwide_travel_cities,"Charming lakeside views, ancient cobblestone streets, and the scent of fresh coffee create a peaceful yet vibrant atmosphere perfect for unwinding."
Algarve,Portugal,europe,37.24480855,-8.150756196275431,135,18.466666666666665,10,6,8,6,8,8,8,6,7,12.8,13.7,14.6,16.8,19.8,22.0,24.4,24.7,22.4,20.0,16.2,14.2,kaggle_worldwide_travel_cities,"Golden cliffs and serene beaches meet charming villages, where the scent of grilled sardines and the sound of ocean waves fill the air."
Bucharest,Romania,europe,44.4361414,26.1027202,70,13.075000000000003,2,8,6,8,8,4,6,8,7,0.6,3.7,6.9,12.7,17.5,22.5,24.9,25.0,19.8,13.0,7.3,3.0,kaggle_worldwide_travel_cities,"Tree-lined boulevards, eclectic architecture, and lively squares invite you to explore a city where history and modernity coexist seamlessly."
Seychelles,Seychelles,africa,-4.6574977,55.4540146,240,27.650000000000002,10,4,10,4,8,6,8,4,7,27.5,28.1,28.7,28.7,28.5,27.5,26.4,26.4,27.0,27.7,27.7,27.6,kaggle_worldwide_travel_cities,"Imagine pristine beaches with powdery sand, lush greenery, and the gentle sound of waves, offering a serene and rejuvenating escape."
Zurich,Switzerland,europe,47.3744489,8.5410422,240,10.666666666666666,2,8,8,6,8,6,8,10,7,1.8,3.2,6.2,9.8,13.7,18.6,20.3,19.8,15.3,10.8,5.7,2.8,kaggle_worldwide_travel_cities,Charming streets lined with elegant boutiques and cozy cafes offer a blend of modern sophistication and rich historical charm.
Dubai,United Arab Emirates,middle_east,25.07428235,55.18853865430702,240,29.399999999999995,8,8,4,10,8,8,10,10,7,20.7,21.8,24.7,28.6,32.6,35.3,36.9,36.8,34.5,31.2,26.9,22.8,kaggle_worldwide_travel_cities,"Skyscrapers glisten under the sun, luxury blends with tradition, and the aroma of spices fills the air, creating a uniquely vibrant experience."
Zanzibar,Tanzania,africa,-6.1664908,39.2074312,135,27.224999999999998,10,8,10,6,8,8,8,4,7,28.5,28.8,28.8,27.5,27.0,26.5,25.7,25.6,26.0,26.8,27.4,28.1,kaggle_worldwide_travel_cities,"White sandy beaches, turquoise waters, and the scent of spices fill the air, creating an enchanting and laid-back island vibe."
Atlanta,United States,north_america,33.7489924,-84.3902644,135,17.4,2,8,6,8,8,6,6,8,7,6.5,9.8,14.3,16.9,21.5,25.1,26.6,26.0,23.4,17.6,12.0,9.1,kaggle_worldwide_travel_cities,"Bustling streets lined with lush trees, vibrant arts scenes, and a welcoming Southern charm create a warm and dynamic urban experience."
Thimphu,Bhutan,asia,27.4713546,89.6336729,240,14.033333333333333,2,10,8,4,6,6,8,4,7,6.2,7.5,11.2,14.1,16.5,19.6,20.4,20.1,18.7,15.3,11.0,7.8,kaggle_worldwide_travel_cities,"Nestled in the mountains, this city blends serene monasteries with colorful markets, offering a unique blend of tradition and tranquility."
Los Angeles,United States,north_america,34.0536909,-118.242766,240,18.125,8,8,6,10,8,6,8,10,7,14.3,14.7,15.0,17.0,17.6,19.9,22.0,22.6,22.4,20.6,16.9,14.5,kaggle_worldwide_travel_cities,"Endless sunshine, diverse neighborhoods, and the allure of Hollywood create a dynamic atmosphere where every street feels like a new adventure."
Savannah,United States,north_america,32.0790074,-81.0921335,135,20.2,4,8,6,6,8,6,6,6,7,10.7,13.9,16.9,19.7,23.7,26.7,28.1,27.6,25.4,21.0,15.7,13.0,kaggle_worldwide_travel_cities,"Cobblestone streets lined with moss-draped oaks create a charming, historic atmosphere, inviting leisurely strolls and a sense of Southern hospitality."
